distance	Sample.Label	Effort	Region.Label	Area	multiplier	utm.e	utm.n
6.5	A1	680232	Tai	40370000	0.1166667	689991	646193
6.5	A1	680232	Tai	40370000	0.1166667	689991	646193
6.5	A1	680232	Tai	40370000	0.1166667	689991	646193
6.5	A1	680232	Tai	40370000	0.1166667	689991	646193
6.5	A1	680232	Tai	40370000	0.1166667	689991	646193
6.5	A1	680232	Tai	40370000	0.1166667	689991	646193
7.5	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
18	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
18	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
18	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
18	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
18	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
18	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
18	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
6.5	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
6.5	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
18	A1	680232	Tai	40370000	0.1166667	689991	646193
6.5	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
18	A1	680232	Tai	40370000	0.1166667	689991	646193
7.5	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
18	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
18	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
11	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
11	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
18	A1	680232	Tai	40370000	0.1166667	689991	646193
18	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
7.5	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
7.5	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
6.5	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
6.5	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
7.5	A1	680232	Tai	40370000	0.1166667	689991	646193
7.5	A1	680232	Tai	40370000	0.1166667	689991	646193
11	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
11	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
11	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
6.5	A1	680232	Tai	40370000	0.1166667	689991	646193
11	A1	680232	Tai	40370000	0.1166667	689991	646193
11	A1	680232	Tai	40370000	0.1166667	689991	646193
7.5	A1	680232	Tai	40370000	0.1166667	689991	646193
11	A1	680232	Tai	40370000	0.1166667	689991	646193
11	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
11	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
11	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
11	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
11	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
11	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
11	A1	680232	Tai	40370000	0.1166667	689991	646193
11	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
1.5	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
18	A1	680232	Tai	40370000	0.1166667	689991	646193
13.5	A1	680232	Tai	40370000	0.1166667	689991	646193
11	A1	680232	Tai	40370000	0.1166667	689991	646193
9	A1	680232	Tai	40370000	0.1166667	689991	646193
7.5	A1	680232	Tai	40370000	0.1166667	689991	646193
6.5	A1	680232	Tai	40370000	0.1166667	689991	646193
6.5	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
4.5	A1	680232	Tai	40370000	0.1166667	689991	646193
4.5	A1	680232	Tai	40370000	0.1166667	689991	646193
4.5	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
5.5	A1	680232	Tai	40370000	0.1166667	689991	646193
4.5	A1	680232	Tai	40370000	0.1166667	689991	646193
2.5	A2	129568	Tai	40370000	0.1166667	689012	645186
7.5	A2	129568	Tai	40370000	0.1166667	689012	645186
2.5	A2	129568	Tai	40370000	0.1166667	689012	645186
7.5	A2	129568	Tai	40370000	0.1166667	689012	645186
2.5	A2	129568	Tai	40370000	0.1166667	689012	645186
7.5	A2	129568	Tai	40370000	0.1166667	689012	645186
2.5	A2	129568	Tai	40370000	0.1166667	689012	645186
2.5	A2	129568	Tai	40370000	0.1166667	689012	645186
2.5	A2	129568	Tai	40370000	0.1166667	689012	645186
2.5	A2	129568	Tai	40370000	0.1166667	689012	645186
2.5	A2	129568	Tai	40370000	0.1166667	689012	645186
2.5	A2	129568	Tai	40370000	0.1166667	689012	645186
2.5	A2	129568	Tai	40370000	0.1166667	689012	645186
2.5	A2	129568	Tai	40370000	0.1166667	689012	645186
2.5	A2	129568	Tai	40370000	0.1166667	689012	645186
2.5	A2	129568	Tai	40370000	0.1166667	689012	645186
2.5	A2	129568	Tai	40370000	0.1166667	689012	645186
2.5	A2	129568	Tai	40370000	0.1166667	689012	645186
2.5	A2	129568	Tai	40370000	0.1166667	689012	645186
2.5	A2	129568	Tai	40370000	0.1166667	689012	645186
2.5	A2	129568	Tai	40370000	0.1166667	689012	645186
3.5	A2	129568	Tai	40370000	0.1166667	689012	645186
3.5	A2	129568	Tai	40370000	0.1166667	689012	645186
3.5	A2	129568	Tai	40370000	0.1166667	689012	645186
4.5	A2	129568	Tai	40370000	0.1166667	689012	645186
4.5	A2	129568	Tai	40370000	0.1166667	689012	645186
5.5	A2	129568	Tai	40370000	0.1166667	689012	645186
6.5	A2	129568	Tai	40370000	0.1166667	689012	645186
7.5	A2	129568	Tai	40370000	0.1166667	689012	645186
2.5	A2	129568	Tai	40370000	0.1166667	689012	645186
2.5	A2	129568	Tai	40370000	0.1166667	689012	645186
2.5	A2	129568	Tai	40370000	0.1166667	689012	645186
2.5	A2	129568	Tai	40370000	0.1166667	689012	645186
2.5	A2	129568	Tai	40370000	0.1166667	689012	645186
5.5	A2	129568	Tai	40370000	0.1166667	689012	645186
6.5	A2	129568	Tai	40370000	0.1166667	689012	645186
6.5	A2	129568	Tai	40370000	0.1166667	689012	645186
13.5	A2	129568	Tai	40370000	0.1166667	689012	645186
13.5	A2	129568	Tai	40370000	0.1166667	689012	645186
13.5	A2	129568	Tai	40370000	0.1166667	689012	645186
13.5	A2	129568	Tai	40370000	0.1166667	689012	645186
2.5	A3	672134	Tai	40370000	0.1166667	689007	644158
2.5	A3	672134	Tai	40370000	0.1166667	689007	644158
2.5	A3	672134	Tai	40370000	0.1166667	689007	644158
2.5	A3	672134	Tai	40370000	0.1166667	689007	644158
2.5	A3	672134	Tai	40370000	0.1166667	689007	644158
2.5	A3	672134	Tai	40370000	0.1166667	689007	644158
3.5	A3	672134	Tai	40370000	0.1166667	689007	644158
3.5	A3	672134	Tai	40370000	0.1166667	689007	644158
3.5	A3	672134	Tai	40370000	0.1166667	689007	644158
3.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
13.5	A3	672134	Tai	40370000	0.1166667	689007	644158
13.5	A3	672134	Tai	40370000	0.1166667	689007	644158
13.5	A3	672134	Tai	40370000	0.1166667	689007	644158
13.5	A3	672134	Tai	40370000	0.1166667	689007	644158
13.5	A3	672134	Tai	40370000	0.1166667	689007	644158
13.5	A3	672134	Tai	40370000	0.1166667	689007	644158
13.5	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
5.5	A3	672134	Tai	40370000	0.1166667	689007	644158
5.5	A3	672134	Tai	40370000	0.1166667	689007	644158
13.5	A3	672134	Tai	40370000	0.1166667	689007	644158
13.5	A3	672134	Tai	40370000	0.1166667	689007	644158
13.5	A3	672134	Tai	40370000	0.1166667	689007	644158
11	A3	672134	Tai	40370000	0.1166667	689007	644158
11	A3	672134	Tai	40370000	0.1166667	689007	644158
11	A3	672134	Tai	40370000	0.1166667	689007	644158
11	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
5.5	A3	672134	Tai	40370000	0.1166667	689007	644158
5.5	A3	672134	Tai	40370000	0.1166667	689007	644158
5.5	A3	672134	Tai	40370000	0.1166667	689007	644158
5.5	A3	672134	Tai	40370000	0.1166667	689007	644158
6.5	A3	672134	Tai	40370000	0.1166667	689007	644158
6.5	A3	672134	Tai	40370000	0.1166667	689007	644158
6.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
11	A3	672134	Tai	40370000	0.1166667	689007	644158
11	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
11	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
11	A3	672134	Tai	40370000	0.1166667	689007	644158
11	A3	672134	Tai	40370000	0.1166667	689007	644158
11	A3	672134	Tai	40370000	0.1166667	689007	644158
11	A3	672134	Tai	40370000	0.1166667	689007	644158
11	A3	672134	Tai	40370000	0.1166667	689007	644158
11	A3	672134	Tai	40370000	0.1166667	689007	644158
11	A3	672134	Tai	40370000	0.1166667	689007	644158
11	A3	672134	Tai	40370000	0.1166667	689007	644158
11	A3	672134	Tai	40370000	0.1166667	689007	644158
11	A3	672134	Tai	40370000	0.1166667	689007	644158
11	A3	672134	Tai	40370000	0.1166667	689007	644158
11	A3	672134	Tai	40370000	0.1166667	689007	644158
5.5	A3	672134	Tai	40370000	0.1166667	689007	644158
13.5	A3	672134	Tai	40370000	0.1166667	689007	644158
5.5	A3	672134	Tai	40370000	0.1166667	689007	644158
5.5	A3	672134	Tai	40370000	0.1166667	689007	644158
5.5	A3	672134	Tai	40370000	0.1166667	689007	644158
6.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
18	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
11	A3	672134	Tai	40370000	0.1166667	689007	644158
11	A3	672134	Tai	40370000	0.1166667	689007	644158
11	A3	672134	Tai	40370000	0.1166667	689007	644158
13.5	A3	672134	Tai	40370000	0.1166667	689007	644158
13.5	A3	672134	Tai	40370000	0.1166667	689007	644158
2.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
7.5	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
9	A3	672134	Tai	40370000	0.1166667	689007	644158
11	A3	672134	Tai	40370000	0.1166667	689007	644158
11	A3	672134	Tai	40370000	0.1166667	689007	644158
11	A3	672134	Tai	40370000	0.1166667	689007	644158
13.5	A3	672134	Tai	40370000	0.1166667	689007	644158
13.5	A3	672134	Tai	40370000	0.1166667	689007	644158
13.5	A3	672134	Tai	40370000	0.1166667	689007	644158
13.5	A3	672134	Tai	40370000	0.1166667	689007	644158
13.5	A3	672134	Tai	40370000	0.1166667	689007	644158
1.5	A3	672134	Tai	40370000	0.1166667	689007	644158
2.5	A3	672134	Tai	40370000	0.1166667	689007	644158
2.5	A3	672134	Tai	40370000	0.1166667	689007	644158
2.5	A3	672134	Tai	40370000	0.1166667	689007	644158
3.5	A3	672134	Tai	40370000	0.1166667	689007	644158
3.5	A3	672134	Tai	40370000	0.1166667	689007	644158
3.5	A3	672134	Tai	40370000	0.1166667	689007	644158
3.5	A3	672134	Tai	40370000	0.1166667	689007	644158
3.5	A3	672134	Tai	40370000	0.1166667	689007	644158
3.5	A3	672134	Tai	40370000	0.1166667	689007	644158
3.5	A3	672134	Tai	40370000	0.1166667	689007	644158
3.5	A3	672134	Tai	40370000	0.1166667	689007	644158
3.5	A3	672134	Tai	40370000	0.1166667	689007	644158
3.5	A3	672134	Tai	40370000	0.1166667	689007	644158
3.5	A3	672134	Tai	40370000	0.1166667	689007	644158
4.5	A3	672134	Tai	40370000	0.1166667	689007	644158
4.5	A3	672134	Tai	40370000	0.1166667	689007	644158
4.5	A3	672134	Tai	40370000	0.1166667	689007	644158
4.5	A3	672134	Tai	40370000	0.1166667	689007	644158
1.5	A3	672134	Tai	40370000	0.1166667	689007	644158
2.5	A3	672134	Tai	40370000	0.1166667	689007	644158
3.5	A3	672134	Tai	40370000	0.1166667	689007	644158
3.5	A3	672134	Tai	40370000	0.1166667	689007	644158
4.5	A3	672134	Tai	40370000	0.1166667	689007	644158
4.5	A3	672134	Tai	40370000	0.1166667	689007	644158
5.5	A3	672134	Tai	40370000	0.1166667	689007	644158
6.5	A3	672134	Tai	40370000	0.1166667	689007	644158
